attack_surface,attempts_executed,combo_size,concepts,condition_axis,depth,detail,difficulty,final_agent_role,final_cwe_ids,final_test_ids,first_test_ids,fixer_attempts,introduced_test_ids,judge_error,judge_functionality_score,judge_is_secure,judge_overall_risk,judge_security_score,judge_target_cwe_risk,node_id,node_signature_hash,persistent_test_ids,phase,primary_reason,resolved_test_ids,run_index,sast_error,success,syntax_ok_final,target_cwes,total_false_positives,total_issues,total_issues_raw
Execution Environment & Infrastructure,1,2,CWE-20|CWE-78,Execution Environment & Infrastructure,2,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,127024882385168,adb913394c03999b,,1,success_first_try,,1,False,True,True,CWE-20|CWE-78,0,0,0
User Inputs & Data,3,2,CWE-20|CWE-78,User Inputs & Data,3,"test_id=bandit:B301 | cwe_id=CWE-502 | severity=MEDIUM | confidence=HIGH | line=12 | desc=Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",unknown,security_fixer,CWE-502,bandit:B301,bandit:B301,2,,,1.0,False,1.0,0.0,1.0,127024882385600,d01dc74da81b394a,bandit:B301,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-78,0,1,1
Execution Environment & Infrastructure,2,2,CWE-20|CWE-78,Execution Environment & Infrastructure,4,,unknown,security_fixer,,,codeql:py/clear-text-logging-sensitive-data,1,,,1.0,True,0.0,1.0,0.0,127024882385408,98387bb757279525,,1,success_after_fixer,codeql:py/clear-text-logging-sensitive-data,1,False,True,True,CWE-20|CWE-78,0,0,0
User Inputs & Data,2,2,CWE-20|CWE-78,User Inputs & Data,5,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024882385216,f0344788c94371c8,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-20|CWE-78,0,0,0
Authentication & Access Control,3,2,CWE-20|CWE-78,Authentication & Access Control,6,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,127024882385360,80ccf00b908490c3,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-78,0,0,0
Authentication & Access Control,2,1,CWE-89,Authentication & Access Control,1,,unknown,security_fixer,,,bandit:B104|bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024880454928,93a5253dea22368b,,1,success_after_fixer,bandit:B104|bandit:B201,1,False,True,True,CWE-89,0,0,0
Storage & Filesystem,3,1,CWE-89,Storage & Filesystem,2,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=56 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,bandit:B201|codeql:py/path-injection,2,,,1.0,False,1.0,0.0,1.0,127024880454880,dc6cf01e4ec0197f,codeql:py/path-injection,1,unresolved_off_target_findings,bandit:B201,1,False,False,True,CWE-89,0,2,2
Authentication & Access Control,2,1,CWE-89,Authentication & Access Control,3,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024880454832,c0dea40b200d5b9f,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-89,0,0,0
Storage & Filesystem,2,1,CWE-89,Storage & Filesystem,4,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,127024880454784,e570306ea19cc889,,1,success_after_fixer,,1,False,True,True,CWE-89,0,0,0
Authentication & Access Control,1,2,CWE-22|CWE-89,Authentication & Access Control,5,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,127024880454736,b33ebdc6df4124fc,,1,success_first_try,,1,False,True,True,CWE-22|CWE-89,0,0,0
Storage & Filesystem,2,2,CWE-22|CWE-89,Storage & Filesystem,6,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024880463712,6854cd4af4dc88a6,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-22|CWE-89,0,0,0
Storage & Filesystem,3,1,CWE-287,Storage & Filesystem,1,test_id=codeql:py/stack-trace-exposure | cwe_id=CWE-209 | severity=HIGH | confidence=HIGH | line=33 | desc=[Stack trace information](1) flows to this location and may be exposed to an external user.,unknown,security_fixer,CWE-209|CWE-22,codeql:py/path-injection|codeql:py/stack-trace-exposure,,2,,,1.0,False,1.0,0.0,1.0,127024882444832,6f5fd9717c577cc0,,1,unresolved_off_target_findings,,1,False,False,True,CWE-287,0,3,3
Authentication & Access Control,3,1,CWE-287,Authentication & Access Control,2,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,127024882444448,22f4274505bdcdcf,,1,success_after_fixer,,1,False,True,True,CWE-287,0,0,0
Storage & Filesystem,3,1,CWE-287,Storage & Filesystem,3,test_id=bandit:B103 | cwe_id=CWE-732 | severity=MEDIUM | confidence=HIGH | line=10 | desc=Chmod setting a permissive mask 0o750 on file (UPLOAD_DIR).,unknown,security_fixer,CWE-732,bandit:B103,,2,,,1.0,False,1.0,0.0,1.0,127024882444352,82e99ff729384671,,1,unresolved_off_target_findings,,1,False,False,True,CWE-287,0,1,1
Authentication & Access Control,2,1,CWE-287,Authentication & Access Control,4,,unknown,security_fixer,,,codeql:py/weak-sensitive-data-hashing,1,,,1.0,True,0.0,1.0,0.0,127024882444688,8b3da2c741f460f5,,1,success_after_fixer,codeql:py/weak-sensitive-data-hashing,1,False,True,True,CWE-287,0,0,0
Storage & Filesystem,2,1,CWE-287,Storage & Filesystem,5,,unknown,security_fixer,,,bandit:B201|codeql:py/stack-trace-exposure,1,,,1.0,True,0.0,1.0,0.0,127024882444112,f23f34c9efac6c20,,1,success_after_fixer,bandit:B201|codeql:py/stack-trace-exposure,1,False,True,True,CWE-287,0,0,0
Data Exchange & External Services,2,1,CWE-287,Data Exchange & External Services,6,,unknown,security_fixer,,,bandit:B201|codeql:py/stack-trace-exposure,1,,,1.0,True,0.0,1.0,0.0,127024882444256,700b82b7efdd34ca,,1,success_after_fixer,bandit:B201|codeql:py/stack-trace-exposure,1,False,True,True,CWE-287,0,0,0
Data Exchange & External Services,3,1,CWE-287,Data Exchange & External Services,6,test_id=codeql:py/stack-trace-exposure | cwe_id=CWE-209 | severity=HIGH | confidence=HIGH | line=40 | desc=[Stack trace information](1) flows to this location and may be exposed to an external user.,unknown,security_fixer,CWE-209|CWE-918,codeql:py/partial-ssrf|codeql:py/stack-trace-exposure,bandit:B201|bandit:B413|codeql:py/partial-ssrf|codeql:py/stack-trace-exposure,2,,,1.0,False,1.0,0.0,1.0,127024882444256,700b82b7efdd34ca,codeql:py/partial-ssrf|codeql:py/stack-trace-exposure,1,unresolved_off_target_findings,bandit:B201|bandit:B413,2,False,False,True,CWE-287,0,2,2
Data Exchange & External Services,2,1,CWE-89,Data Exchange & External Services,1,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024878688768,93a5253dea22368b,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-89,0,0,0
Storage & Filesystem,3,2,CWE-502|CWE-89,Storage & Filesystem,2,test_id=codeql:py/stack-trace-exposure | cwe_id=CWE-209 | severity=HIGH | confidence=HIGH | line=33 | desc=[Stack trace information](1) flows to this location and may be exposed to an external user.,unknown,security_fixer,CWE-209|CWE-22,codeql:py/path-injection|codeql:py/stack-trace-exposure,bandit:B201|codeql:py/path-injection|codeql:py/stack-trace-exposure,2,,,1.0,False,1.0,0.0,1.0,127024878688720,905ab444f2392bab,codeql:py/path-injection|codeql:py/stack-trace-exposure,1,unresolved_off_target_findings,bandit:B201,1,False,False,True,CWE-502|CWE-89,0,2,2
Authentication & Access Control,2,2,CWE-502|CWE-89,Authentication & Access Control,3,,unknown,security_fixer,,,bandit:B201|codeql:py/weak-sensitive-data-hashing,1,,,1.0,True,0.0,1.0,0.0,127024878691312,b38a84e5fea30810,,1,success_after_fixer,bandit:B201|codeql:py/weak-sensitive-data-hashing,1,False,True,True,CWE-502|CWE-89,0,0,0
Storage & Filesystem,2,2,CWE-502|CWE-89,Storage & Filesystem,4,,unknown,security_fixer,,,codeql:py/url-redirection,1,,,1.0,True,0.0,1.0,0.0,127024878691360,388e9ff43d860724,,1,success_after_fixer,codeql:py/url-redirection,1,False,True,True,CWE-502|CWE-89,0,0,0
Data Exchange & External Services,1,2,CWE-502|CWE-89,Data Exchange & External Services,5,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,127024878691408,21df394838ff2d31,,1,success_first_try,,1,False,True,True,CWE-502|CWE-89,0,0,0
Data Exchange & External Services,3,2,CWE-502|CWE-89,Data Exchange & External Services,6,test_id=codeql:py/stack-trace-exposure | cwe_id=CWE-209 | severity=HIGH | confidence=HIGH | line=50 | desc=[Stack trace information](1) flows to this location and may be exposed to an external user.,unknown,security_fixer,CWE-209|CWE-611,codeql:py/stack-trace-exposure|codeql:py/xxe,,2,,,1.0,False,1.0,0.0,1.0,127024878691456,528050c70e98ddde,,1,unresolved_off_target_findings,,1,False,False,True,CWE-502|CWE-89,0,2,2
Data Exchange & External Services,1,2,CWE-502|CWE-89,Data Exchange & External Services,6,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,127024878691456,528050c70e98ddde,,1,success_first_try,,2,False,True,True,CWE-502|CWE-89,0,0,0
Data Exchange & External Services,2,2,CWE-502|CWE-89,Data Exchange & External Services,6,,unknown,security_fixer,,,bandit:B314,1,,,1.0,True,0.0,1.0,0.0,127024878691456,528050c70e98ddde,,1,success_after_fixer,bandit:B314,3,False,True,True,CWE-502|CWE-89,0,0,0
Data Exchange & External Services,1,1,CWE-79,Data Exchange & External Services,1,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,127024880082560,224c8f91b062d3af,,1,success_first_try,,1,False,True,True,CWE-79,0,0,0
Storage & Filesystem,3,3,CWE-20|CWE-78|CWE-79,Storage & Filesystem,2,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,127024880082512,d196b0e68b1641ec,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-78|CWE-79,0,0,0
Authentication & Access Control,2,3,CWE-20|CWE-78|CWE-79,Authentication & Access Control,3,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024880083520,377fcb07c79424e5,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-20|CWE-78|CWE-79,0,0,0
Storage & Filesystem,3,3,CWE-20|CWE-78|CWE-79,Storage & Filesystem,4,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,127024880083712,1fe632572eb3021a,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-78|CWE-79,0,0,0
Data Exchange & External Services,3,3,CWE-20|CWE-78|CWE-79,Data Exchange & External Services,5,"test_id=codeql:py/weak-sensitive-data-hashing | cwe_id=CWE-327 | severity=MEDIUM | confidence=HIGH | line=37 | desc=[Sensitive data (password)](1) is used in a hashing algorithm (SHA256) that is insecure for password hashing, since it is not a computationa...",unknown,security_fixer,CWE-327,codeql:py/weak-sensitive-data-hashing,bandit:B201|codeql:py/clear-text-logging-sensitive-data|codeql:py/stack-trace-exposure|codeql:py/weak-sensitive-data-hashing,2,,,1.0,False,1.0,0.0,1.0,127024880083760,71ef15c262a3a0e7,codeql:py/weak-sensitive-data-hashing,1,unresolved_off_target_findings,bandit:B201|codeql:py/clear-text-logging-sensitive-data|codeql:py/stack-trace-exposure,1,False,False,True,CWE-20|CWE-78|CWE-79,0,1,1
Storage & Filesystem,2,3,CWE-20|CWE-78|CWE-79,Storage & Filesystem,6,,unknown,security_fixer,,,codeql:py/stack-trace-exposure,1,,,1.0,True,0.0,1.0,0.0,127024880083808,ccc8e6b6ee3b3335,,1,success_after_fixer,codeql:py/stack-trace-exposure,1,False,True,True,CWE-20|CWE-78|CWE-79,0,0,0
Storage & Filesystem,2,3,CWE-20|CWE-78|CWE-79,Storage & Filesystem,6,,unknown,security_fixer,,,bandit:B104|bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024880083808,ccc8e6b6ee3b3335,,1,success_after_fixer,bandit:B104|bandit:B201,2,False,True,True,CWE-20|CWE-78|CWE-79,0,0,0
Storage & Filesystem,3,3,CWE-20|CWE-78|CWE-79,Storage & Filesystem,6,,unknown,security_fixer,,,,2,,,,,,,,127024880083808,ccc8e6b6ee3b3335,,1,syntax_error,,3,False,False,False,CWE-20|CWE-78|CWE-79,,0,
Storage & Filesystem,2,3,CWE-20|CWE-78|CWE-79,Storage & Filesystem,6,,unknown,security_fixer,,,bandit:B104,1,,,1.0,True,0.0,1.0,0.0,127024880083808,ccc8e6b6ee3b3335,,1,success_after_fixer,bandit:B104,4,False,True,True,CWE-20|CWE-78|CWE-79,0,0,0
Storage & Filesystem,1,2,CWE-20|CWE-78,Storage & Filesystem,2,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,127024880463952,adb913394c03999b,,1,success_first_try,,1,False,True,True,CWE-20|CWE-78,0,0,0
Data Exchange & External Services,3,2,CWE-20|CWE-78,Data Exchange & External Services,3,,unknown,security_fixer,,,,2,,,,,,,,127024880463904,d01dc74da81b394a,,1,syntax_error,,1,False,False,False,CWE-20|CWE-78,,0,
Data Exchange & External Services,3,2,CWE-20|CWE-78,Data Exchange & External Services,3,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=27 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,bandit:B104|codeql:py/path-injection,2,,,1.0,False,1.0,0.0,1.0,127024880463904,d01dc74da81b394a,codeql:py/path-injection,1,unresolved_off_target_findings,bandit:B104,2,False,False,True,CWE-20|CWE-78,0,3,3
Authentication & Access Control,3,1,CWE-287,Authentication & Access Control,1,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,127024879425904,6f5fd9717c577cc0,,1,success_after_fixer,,1,False,True,True,CWE-287,0,0,0
Storage & Filesystem,1,1,CWE-287,Storage & Filesystem,2,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,127024879425952,22f4274505bdcdcf,,1,success_first_try,,1,False,True,True,CWE-287,0,0,0
Storage & Filesystem,3,3,CWE-20|CWE-287|CWE-78,Storage & Filesystem,3,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=29 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,bandit:B201|codeql:py/path-injection,2,,,1.0,False,1.0,0.0,1.0,127024879426000,7b12d0c02790a6e0,codeql:py/path-injection,1,unresolved_off_target_findings,bandit:B201,1,False,False,True,CWE-20|CWE-287|CWE-78,0,1,1
Authentication & Access Control,2,3,CWE-20|CWE-287|CWE-78,Authentication & Access Control,4,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024879426192,f2cd3f6b7de044c8,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-20|CWE-287|CWE-78,0,0,0
Storage & Filesystem,2,3,CWE-20|CWE-287|CWE-78,Storage & Filesystem,5,,unknown,security_fixer,,,bandit:B104|codeql:py/url-redirection,1,,,1.0,True,0.0,1.0,0.0,127024879426240,34b63db5bb006270,,1,success_after_fixer,bandit:B104|codeql:py/url-redirection,1,False,True,True,CWE-20|CWE-287|CWE-78,0,0,0
Data Exchange & External Services,2,3,CWE-20|CWE-287|CWE-78,Data Exchange & External Services,6,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024879426288,d2e03bc5c87b0a88,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-20|CWE-287|CWE-78,0,0,0
Data Exchange & External Services,0,3,CWE-20|CWE-287|CWE-78,Data Exchange & External Services,6,,unknown,,,,,0,,,,,,,,127024879426288,d2e03bc5c87b0a88,,1,no_code,,2,False,False,False,CWE-20|CWE-287|CWE-78,,,
Storage & Filesystem,3,1,CWE-79,Storage & Filesystem,1,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=29 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22|CWE-605,bandit:B104|codeql:py/path-injection,bandit:B104|bandit:B201,2,codeql:py/path-injection,,1.0,False,1.0,0.0,1.0,127024881150592,224c8f91b062d3af,bandit:B104,1,unresolved_off_target_findings,bandit:B201,1,False,False,True,CWE-79,0,2,2
Authentication & Access Control,1,1,CWE-79,Authentication & Access Control,2,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,127024881150544,2944a2778f217d66,,1,success_first_try,,1,False,True,True,CWE-79,0,0,0
Storage & Filesystem,2,1,CWE-79,Storage & Filesystem,3,,unknown,security_fixer,,,codeql:py/path-injection,1,,,1.0,True,0.0,1.0,0.0,127024881150496,a3b67af444d07166,,1,success_after_fixer,codeql:py/path-injection,1,False,True,True,CWE-79,0,0,0
Authentication & Access Control,2,1,CWE-79,Authentication & Access Control,4,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024881150448,206cef521df1db54,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-79,0,0,0
User Inputs & Data,1,2,CWE-22|CWE-79,User Inputs & Data,5,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,127024881150400,112e08980be6404a,,1,success_first_try,,1,False,True,True,CWE-22|CWE-79,0,0,0
Authentication & Access Control,2,3,CWE-22|CWE-502|CWE-79,Authentication & Access Control,6,,unknown,security_fixer,,,bandit:B104|bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024881150352,b50396bdfd4a829f,,1,success_after_fixer,bandit:B104|bandit:B201,1,False,True,True,CWE-22|CWE-502|CWE-79,0,0,0
Authentication & Access Control,3,3,CWE-22|CWE-502|CWE-79,Authentication & Access Control,6,test_id=codeql:py/reflective-xss | cwe_id=CWE-79 | severity=HIGH | confidence=HIGH | line=64 | desc=Cross-site scripting vulnerability due to a [user-provided value](1).,unknown,security_fixer,CWE-79,codeql:py/reflective-xss,bandit:B201|codeql:py/reflective-xss,2,,,1.0,False,1.0,0.0,1.0,127024881150352,b50396bdfd4a829f,codeql:py/reflective-xss,1,unresolved_target_findings,bandit:B201,2,False,False,True,CWE-22|CWE-502|CWE-79,0,1,1
Storage & Filesystem,3,1,CWE-502,Storage & Filesystem,1,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=23 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,bandit:B201|codeql:py/path-injection,2,,,1.0,False,1.0,0.0,1.0,127024879045136,2aff12222c49a03e,codeql:py/path-injection,1,unresolved_off_target_findings,bandit:B201,1,False,False,True,CWE-502,0,2,2
Authentication & Access Control,2,1,CWE-502,Authentication & Access Control,2,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024879045088,0befa23ae41e2ce6,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-502,0,0,0
Storage & Filesystem,2,1,CWE-502,Storage & Filesystem,3,,unknown,security_fixer,,,codeql:py/url-redirection,1,,,1.0,True,0.0,1.0,0.0,127024879045040,32a3f86d076137c9,,1,success_after_fixer,codeql:py/url-redirection,1,False,True,True,CWE-502,0,0,0
Data Exchange & External Services,3,1,CWE-502,Data Exchange & External Services,4,test_id=codeql:py/xxe | cwe_id=CWE-611 | severity=HIGH | confidence=HIGH | line=32 | desc=XML parsing depends on a [user-provided value](1) without guarding against external entity expansion.,unknown,security_fixer,CWE-611,codeql:py/xxe,bandit:B201|codeql:py/stack-trace-exposure|codeql:py/xxe,2,,,1.0,False,1.0,0.0,1.0,127024879044992,7aefe041e3171481,codeql:py/xxe,1,unresolved_off_target_findings,bandit:B201|codeql:py/stack-trace-exposure,1,False,False,True,CWE-502,0,1,1
Storage & Filesystem,1,2,CWE-287|CWE-502,Storage & Filesystem,5,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,127024879044944,afb06433eb97f90f,,1,success_first_try,,1,False,True,True,CWE-287|CWE-502,0,0,0
Authentication & Access Control,2,4,CWE-20|CWE-287|CWE-502|CWE-78,Authentication & Access Control,6,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024879053776,a6afd2d29c5684f1,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-20|CWE-287|CWE-502|CWE-78,0,0,0
Authentication & Access Control,2,4,CWE-20|CWE-287|CWE-502|CWE-78,Authentication & Access Control,6,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024879053776,a6afd2d29c5684f1,,1,success_after_fixer,bandit:B201,2,False,True,True,CWE-20|CWE-287|CWE-502|CWE-78,0,0,0
Authentication & Access Control,2,4,CWE-20|CWE-287|CWE-502|CWE-78,Authentication & Access Control,6,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,127024879053776,a6afd2d29c5684f1,,1,success_after_fixer,bandit:B201,3,False,True,True,CWE-20|CWE-287|CWE-502|CWE-78,0,0,0
Execution Environment & Infrastructure,0,1,CWE-502,Execution Environment & Infrastructure,1,,unknown,,,,,0,,,,,,,,127024882390832,2aff12222c49a03e,,1,no_code,,1,False,False,False,CWE-502,,,
User Inputs & Data,0,1,CWE-502,User Inputs & Data,2,,unknown,,,,,0,,,,,,,,127024882390736,0befa23ae41e2ce6,,1,no_code,,1,False,False,False,CWE-502,,,
