anchor_type,anchor_value,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary,target_cwe
sast_test,codeql:py/weak-sensitive-data-hashing,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing,Data Exchange & External Services,CWE-20,0.0625,1,0.02040816326530612,1,unresolved_off_target_findings::sast_test:codeql:py/weak-sensitive-data-hashing,unresolved_off_target_findings,3.0625000000000004,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing appeared in 1/16 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/weak-sensitive-data-hashing`. Most recurrent unresolved final CWE: `CWE-327`.,CWE-78
sast_test,codeql:py/path-injection,Off-target findings introduced via codeql:py/path-injection,Storage & Filesystem,CWE-20,0.5,8,0.32653061224489793,16,unresolved_off_target_findings::sast_test:codeql:py/path-injection,unresolved_off_target_findings,1.5312500000000002,Off-target findings introduced via codeql:py/path-injection appeared in 8/16 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-78
generic,,No code returned,Data Exchange & External Services,CWE-20,0.25,4,0.2857142857142857,14,no_code,no_code,0.875,No code returned appeared in 4/16 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`.,CWE-78
generic,,Syntax errors in generated code,Storage & Filesystem,CWE-20,0.125,2,0.1836734693877551,9,syntax_error,syntax_error,0.6805555555555555,Syntax errors in generated code appeared in 2/16 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`.,CWE-78
sast_test,codeql:py/weak-sensitive-data-hashing,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing,Data Exchange & External Services,CWE-20,0.1,1,0.02040816326530612,1,unresolved_off_target_findings::sast_test:codeql:py/weak-sensitive-data-hashing,unresolved_off_target_findings,4.9,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing appeared in 1/10 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/weak-sensitive-data-hashing`. Most recurrent unresolved final CWE: `CWE-327`.,CWE-79
sast_test,bandit:B104,Off-target findings introduced via bandit:B104,Storage & Filesystem,CWE-79,0.1,1,0.02040816326530612,1,unresolved_off_target_findings::sast_test:bandit:B104,unresolved_off_target_findings,4.9,Off-target findings introduced via bandit:B104 appeared in 1/10 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-79`. Most recurrent unresolved SAST test: `bandit:B104`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-79
sast_test,codeql:py/reflective-xss,Persistent target findings on codeql:py/reflective-xss,Authentication & Access Control,CWE-22,0.1,1,0.02040816326530612,1,unresolved_target_findings::sast_test:codeql:py/reflective-xss,unresolved_target_findings,4.9,Persistent target findings on codeql:py/reflective-xss appeared in 1/10 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/reflective-xss`. Most recurrent unresolved final CWE: `CWE-79`.,CWE-79
sast_test,bandit:B301,Persistent target findings on bandit:B301,Web Outputs & Rendering,CWE-287,0.1,1,0.02040816326530612,1,unresolved_target_findings::sast_test:bandit:B301,unresolved_target_findings,4.9,Persistent target findings on bandit:B301 appeared in 1/10 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-287`. Most recurrent unresolved SAST test: `bandit:B301`. Most recurrent unresolved final CWE: `CWE-502`.,CWE-79
generic,,Syntax errors in generated code,Web Outputs & Rendering,CWE-79,0.3,3,0.1836734693877551,9,syntax_error,syntax_error,1.633333333333333,Syntax errors in generated code appeared in 3/10 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-79`.,CWE-79
sast_test,codeql:py/stack-trace-exposure,Off-target findings introduced via codeql:py/stack-trace-exposure,Data Exchange & External Services,CWE-502,0.058823529411764705,1,0.02040816326530612,1,unresolved_off_target_findings::sast_test:codeql:py/stack-trace-exposure,unresolved_off_target_findings,2.8823529411764706,Off-target findings introduced via codeql:py/stack-trace-exposure appeared in 1/17 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-502`. Most recurrent unresolved SAST test: `codeql:py/stack-trace-exposure`. Most recurrent unresolved final CWE: `CWE-209`.,CWE-89
sast_test,codeql:py/path-injection,Off-target findings introduced via codeql:py/path-injection,Storage & Filesystem,CWE-89,0.5294117647058824,9,0.32653061224489793,16,unresolved_off_target_findings::sast_test:codeql:py/path-injection,unresolved_off_target_findings,1.621323529411765,Off-target findings introduced via codeql:py/path-injection appeared in 9/17 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-89`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-89
generic,,No code returned,Authentication & Access Control,CWE-89,0.29411764705882354,5,0.2857142857142857,14,no_code,no_code,1.0294117647058825,No code returned appeared in 5/17 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-89`.,CWE-89
generic,,Syntax errors in generated code,User Inputs & Data,CWE-89,0.11764705882352941,2,0.1836734693877551,9,syntax_error,syntax_error,0.6405228758169934,Syntax errors in generated code appeared in 2/17 failed runs and was most common on `User Inputs & Data` while targeting `CWE-89`.,CWE-89
