anchor_type,anchor_value,attack_surface,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary
sast_test,codeql:py/http-response-splitting,Storage & Filesystem,Off-target findings introduced via codeql:py/http-response-splitting,Storage & Filesystem,CWE-502,0.1111111111111111,1,0.05128205128205128,2,unresolved_off_target_findings::sast_test:codeql:py/http-response-splitting,unresolved_off_target_findings,2.1666666666666665,Off-target findings introduced via codeql:py/http-response-splitting appeared in 1/9 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-502`. Most recurrent unresolved SAST test: `codeql:py/http-response-splitting`. Most recurrent unresolved final CWE: `CWE-113`.
sast_test,codeql:py/weak-sensitive-data-hashing,Authentication & Access Control,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing,Authentication & Access Control,CWE-611,0.3333333333333333,2,0.05128205128205128,2,unresolved_off_target_findings::sast_test:codeql:py/weak-sensitive-data-hashing,unresolved_off_target_findings,6.5,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing appeared in 2/6 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-611`. Most recurrent unresolved SAST test: `codeql:py/weak-sensitive-data-hashing`. Most recurrent unresolved final CWE: `CWE-327`.
sast_test,bandit:B602,Authentication & Access Control,Persistent target findings on bandit:B602,Authentication & Access Control,CWE-20,0.16666666666666666,1,0.05128205128205128,2,unresolved_target_findings::sast_test:bandit:B602,unresolved_target_findings,3.25,Persistent target findings on bandit:B602 appeared in 1/6 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B602`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B201,Authentication & Access Control,Persistent target findings on bandit:B201,Authentication & Access Control,CWE-22,0.16666666666666666,1,0.05128205128205128,2,unresolved_target_findings::sast_test:bandit:B201,unresolved_target_findings,3.25,Persistent target findings on bandit:B201 appeared in 1/6 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B201`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,codeql:py/path-injection,Authentication & Access Control,Persistent target findings on codeql:py/path-injection,Authentication & Access Control,CWE-22,0.16666666666666666,1,0.07692307692307693,3,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,2.1666666666666665,Persistent target findings on codeql:py/path-injection appeared in 1/6 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.
generic,,Authentication & Access Control,Syntax errors in generated code,Authentication & Access Control,CWE-22,0.16666666666666666,1,0.1282051282051282,5,syntax_error,syntax_error,1.3,Syntax errors in generated code appeared in 1/6 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-22`.
sast_test,bandit:B608,Data Exchange & External Services,Off-target findings introduced via bandit:B608,Data Exchange & External Services,CWE-502,0.14285714285714285,2,0.05128205128205128,2,unresolved_off_target_findings::sast_test:bandit:B608,unresolved_off_target_findings,2.7857142857142856,Off-target findings introduced via bandit:B608 appeared in 2/14 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B608`. Most recurrent unresolved final CWE: `CWE-89`.
generic,,Data Exchange & External Services,No code returned,Data Exchange & External Services,CWE-798,0.14285714285714285,2,0.05128205128205128,2,no_code,no_code,2.7857142857142856,No code returned appeared in 2/14 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-798`.
sast_test,bandit:B608,Data Exchange & External Services,Persistent target findings on bandit:B608,Data Exchange & External Services,CWE-798,0.07142857142857142,1,0.02564102564102564,1,unresolved_target_findings::sast_test:bandit:B608,unresolved_target_findings,2.7857142857142856,Persistent target findings on bandit:B608 appeared in 1/14 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-798`. Most recurrent unresolved SAST test: `bandit:B608`. Most recurrent unresolved final CWE: `CWE-89`.
generic,,Data Exchange & External Services,Syntax errors in generated code,Data Exchange & External Services,CWE-611,0.21428571428571427,3,0.1282051282051282,5,syntax_error,syntax_error,1.6714285714285715,Syntax errors in generated code appeared in 3/14 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-611`.
sast_test,bandit:B104,Data Exchange & External Services,Off-target findings introduced via bandit:B104,Data Exchange & External Services,CWE-22,0.07142857142857142,1,0.05128205128205128,2,unresolved_off_target_findings::sast_test:bandit:B104,unresolved_off_target_findings,1.3928571428571428,Off-target findings introduced via bandit:B104 appeared in 1/14 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B104`. Most recurrent unresolved final CWE: `CWE-605`.
sast_test,bandit:B605,Execution Environment & Infrastructure,Off-target findings introduced via bandit:B605,Execution Environment & Infrastructure,CWE-502,0.25,1,0.02564102564102564,1,unresolved_off_target_findings::sast_test:bandit:B605,unresolved_off_target_findings,9.75,Off-target findings introduced via bandit:B605 appeared in 1/4 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B605`. Most recurrent unresolved final CWE: `CWE-312`.
sast_test,bandit:B104,Execution Environment & Infrastructure,Persistent target findings on bandit:B104,Execution Environment & Infrastructure,CWE-22,0.25,1,0.02564102564102564,1,unresolved_target_findings::sast_test:bandit:B104,unresolved_target_findings,9.75,Persistent target findings on bandit:B104 appeared in 1/4 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B104`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,bandit:B104,Execution Environment & Infrastructure,Off-target findings introduced via bandit:B104,Execution Environment & Infrastructure,CWE-287,0.25,1,0.05128205128205128,2,unresolved_off_target_findings::sast_test:bandit:B104,unresolved_off_target_findings,4.875,Off-target findings introduced via bandit:B104 appeared in 1/4 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-287`. Most recurrent unresolved SAST test: `bandit:B104`. Most recurrent unresolved final CWE: `CWE-605`.
sast_test,codeql:py/http-response-splitting,Execution Environment & Infrastructure,Off-target findings introduced via codeql:py/http-response-splitting,Execution Environment & Infrastructure,CWE-287,0.25,1,0.05128205128205128,2,unresolved_off_target_findings::sast_test:codeql:py/http-response-splitting,unresolved_off_target_findings,4.875,Off-target findings introduced via codeql:py/http-response-splitting appeared in 1/4 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-287`. Most recurrent unresolved SAST test: `codeql:py/http-response-splitting`. Most recurrent unresolved final CWE: `CWE-113`.
