anchor_type,anchor_value,attack_surface,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary
sast_test,codeql:py/path-injection,Storage & Filesystem,Persistent target findings on codeql:py/path-injection,Storage & Filesystem,CWE-20,0.07142857142857142,2,0.024390243902439025,2,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,2.9285714285714284,Persistent target findings on codeql:py/path-injection appeared in 2/28 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,codeql:py/url-redirection,Storage & Filesystem,Off-target findings introduced via codeql:py/url-redirection,Storage & Filesystem,CWE-20,0.03571428571428571,1,0.012195121951219513,1,unresolved_off_target_findings::sast_test:codeql:py/url-redirection,unresolved_off_target_findings,2.9285714285714284,Off-target findings introduced via codeql:py/url-redirection appeared in 1/28 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/url-redirection`. Most recurrent unresolved final CWE: `CWE-601`.
sast_test,codeql:py/path-injection,Storage & Filesystem,Off-target findings introduced via codeql:py/path-injection,Storage & Filesystem,CWE-20,0.6785714285714286,19,0.32926829268292684,27,unresolved_off_target_findings::sast_test:codeql:py/path-injection,unresolved_off_target_findings,2.060846560846561,Off-target findings introduced via codeql:py/path-injection appeared in 19/28 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,codeql:py/reflective-xss,Storage & Filesystem,Persistent target findings on codeql:py/reflective-xss,Storage & Filesystem,CWE-20,0.07142857142857142,2,0.06097560975609756,5,unresolved_target_findings::sast_test:codeql:py/reflective-xss,unresolved_target_findings,1.1714285714285715,Persistent target findings on codeql:py/reflective-xss appeared in 2/28 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/reflective-xss`. Most recurrent unresolved final CWE: `CWE-79`.
sast_test,bandit:B104,Storage & Filesystem,Off-target findings introduced via bandit:B104,Storage & Filesystem,CWE-287,0.03571428571428571,1,0.036585365853658534,3,unresolved_off_target_findings::sast_test:bandit:B104,unresolved_off_target_findings,0.9761904761904762,Off-target findings introduced via bandit:B104 appeared in 1/28 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-287`. Most recurrent unresolved SAST test: `bandit:B104`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,codeql:py/log-injection,Authentication & Access Control,Off-target findings introduced via codeql:py/log-injection,Authentication & Access Control,CWE-20,0.14285714285714285,1,0.012195121951219513,1,unresolved_off_target_findings::sast_test:codeql:py/log-injection,unresolved_off_target_findings,11.714285714285714,Off-target findings introduced via codeql:py/log-injection appeared in 1/7 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/log-injection`. Most recurrent unresolved final CWE: `CWE-117`.
sast_test,bandit:B108,Authentication & Access Control,Off-target findings introduced via bandit:B108,Authentication & Access Control,CWE-89,0.14285714285714285,1,0.024390243902439025,2,unresolved_off_target_findings::sast_test:bandit:B108,unresolved_off_target_findings,5.857142857142857,Off-target findings introduced via bandit:B108 appeared in 1/7 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-89`. Most recurrent unresolved SAST test: `bandit:B108`. Most recurrent unresolved final CWE: `CWE-377`.
generic,,Authentication & Access Control,Syntax errors in generated code,Authentication & Access Control,CWE-20,0.5714285714285714,4,0.18292682926829268,15,syntax_error,syntax_error,3.123809523809524,Syntax errors in generated code appeared in 4/7 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`.
sast_test,bandit:B201,Authentication & Access Control,Off-target findings introduced via bandit:B201,Authentication & Access Control,CWE-20,0.14285714285714285,1,0.0975609756097561,8,unresolved_off_target_findings::sast_test:bandit:B201,unresolved_off_target_findings,1.4642857142857142,Off-target findings introduced via bandit:B201 appeared in 1/7 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B201`. Most recurrent unresolved final CWE: `CWE-327`.
sast_test,bandit:B314,Data Exchange & External Services,Persistent target findings on bandit:B314,Data Exchange & External Services,CWE-20,0.1875,3,0.036585365853658534,3,unresolved_target_findings::sast_test:bandit:B314,unresolved_target_findings,5.125,Persistent target findings on bandit:B314 appeared in 3/16 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.
sast_test,bandit:B201,Data Exchange & External Services,Persistent target findings on bandit:B201,Data Exchange & External Services,CWE-20,0.0625,1,0.012195121951219513,1,unresolved_target_findings::sast_test:bandit:B201,unresolved_target_findings,5.125,Persistent target findings on bandit:B201 appeared in 1/16 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B201`. Most recurrent unresolved final CWE: `CWE-79`.
sast_test,codeql:py/bad-tag-filter,Data Exchange & External Services,Off-target findings introduced via codeql:py/bad-tag-filter,Data Exchange & External Services,CWE-20,0.0625,1,0.012195121951219513,1,unresolved_off_target_findings::sast_test:codeql:py/bad-tag-filter,unresolved_off_target_findings,5.125,Off-target findings introduced via codeql:py/bad-tag-filter appeared in 1/16 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/bad-tag-filter`. Most recurrent unresolved final CWE: `CWE-116`.
sast_test,bandit:B413,Data Exchange & External Services,Off-target findings introduced via bandit:B413,Data Exchange & External Services,CWE-20,0.0625,1,0.012195121951219513,1,unresolved_off_target_findings::sast_test:bandit:B413,unresolved_off_target_findings,5.125,Off-target findings introduced via bandit:B413 appeared in 1/16 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B413`. Most recurrent unresolved final CWE: `CWE-327`.
sast_test,codeql:py/stack-trace-exposure,Data Exchange & External Services,Off-target findings introduced via codeql:py/stack-trace-exposure,Data Exchange & External Services,CWE-20,0.25,4,0.06097560975609756,5,unresolved_off_target_findings::sast_test:codeql:py/stack-trace-exposure,unresolved_off_target_findings,4.1000000000000005,Off-target findings introduced via codeql:py/stack-trace-exposure appeared in 4/16 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/stack-trace-exposure`. Most recurrent unresolved final CWE: `CWE-209`.
sast_test,semgrep:prismvul.python.subprocess-shell-true,Execution Environment & Infrastructure,Off-target findings introduced via semgrep:prismvul.python.subprocess-shell-true,Execution Environment & Infrastructure,CWE-79,0.07692307692307693,1,0.012195121951219513,1,unresolved_off_target_findings::sast_test:semgrep:prismvul.python.subprocess-shell-true,unresolved_off_target_findings,6.3076923076923075,Off-target findings introduced via semgrep:prismvul.python.subprocess-shell-true appeared in 1/13 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-79`. Most recurrent unresolved SAST test: `semgrep:prismvul.python.subprocess-shell-true`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B605,Execution Environment & Infrastructure,Off-target findings introduced via bandit:B605,Execution Environment & Infrastructure,CWE-502,0.07692307692307693,1,0.012195121951219513,1,unresolved_off_target_findings::sast_test:bandit:B605,unresolved_off_target_findings,6.3076923076923075,Off-target findings introduced via bandit:B605 appeared in 1/13 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B605`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B602,Execution Environment & Infrastructure,Persistent target findings on bandit:B602,Execution Environment & Infrastructure,CWE-20,0.07692307692307693,1,0.012195121951219513,1,unresolved_target_findings::sast_test:bandit:B602,unresolved_target_findings,6.3076923076923075,Persistent target findings on bandit:B602 appeared in 1/13 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B602`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B605,Execution Environment & Infrastructure,Persistent target findings on bandit:B605,Execution Environment & Infrastructure,CWE-20,0.07692307692307693,1,0.012195121951219513,1,unresolved_target_findings::sast_test:bandit:B605,unresolved_target_findings,6.3076923076923075,Persistent target findings on bandit:B605 appeared in 1/13 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B605`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B102,Execution Environment & Infrastructure,Persistent target findings on bandit:B102,Execution Environment & Infrastructure,CWE-20,0.07692307692307693,1,0.012195121951219513,1,unresolved_target_findings::sast_test:bandit:B102,unresolved_target_findings,6.3076923076923075,Persistent target findings on bandit:B102 appeared in 1/13 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B102`. Most recurrent unresolved final CWE: `CWE-78`.
