anchor_type,anchor_value,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary,target_cwe
sast_test,bandit:B314,Persistent target findings on bandit:B314,Data Exchange & External Services,CWE-20,0.05263157894736842,1,0.02,1,unresolved_target_findings::sast_test:bandit:B314,unresolved_target_findings,2.631578947368421,Persistent target findings on bandit:B314 appeared in 1/19 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.,CWE-287
sast_test,codeql:py/reflective-xss,Persistent target findings on codeql:py/reflective-xss,Authentication & Access Control,CWE-20,0.05263157894736842,1,0.02,1,unresolved_target_findings::sast_test:codeql:py/reflective-xss,unresolved_target_findings,2.631578947368421,Persistent target findings on codeql:py/reflective-xss appeared in 1/19 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/reflective-xss`. Most recurrent unresolved final CWE: `CWE-79`.,CWE-287
sast_test,codeql:py/path-injection,Persistent target findings on codeql:py/path-injection,Storage & Filesystem,CWE-287,0.2631578947368421,5,0.14,7,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,1.8796992481203005,Persistent target findings on codeql:py/path-injection appeared in 5/19 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-287`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-287
sast_test,codeql:py/polynomial-redos,Off-target findings introduced via codeql:py/polynomial-redos,User Inputs & Data,CWE-502,0.2222222222222222,4,0.08,4,unresolved_off_target_findings::sast_test:codeql:py/polynomial-redos,unresolved_off_target_findings,2.7777777777777777,Off-target findings introduced via codeql:py/polynomial-redos appeared in 4/18 failed runs and was most common on `User Inputs & Data` while targeting `CWE-502`. Most recurrent unresolved SAST test: `codeql:py/polynomial-redos`. Most recurrent unresolved final CWE: `CWE-1333`.,CWE-502
sast_test,codeql:py/stack-trace-exposure,Off-target findings introduced via codeql:py/stack-trace-exposure,Data Exchange & External Services,CWE-502,0.1111111111111111,2,0.04,2,unresolved_off_target_findings::sast_test:codeql:py/stack-trace-exposure,unresolved_off_target_findings,2.7777777777777777,Off-target findings introduced via codeql:py/stack-trace-exposure appeared in 2/18 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-502`. Most recurrent unresolved SAST test: `codeql:py/stack-trace-exposure`. Most recurrent unresolved final CWE: `CWE-209`.,CWE-502
sast_test,bandit:B108,Off-target findings introduced via bandit:B108,Storage & Filesystem,CWE-502,0.05555555555555555,1,0.02,1,unresolved_off_target_findings::sast_test:bandit:B108,unresolved_off_target_findings,2.7777777777777777,Off-target findings introduced via bandit:B108 appeared in 1/18 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B108`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-502
sast_test,codeql:py/reflective-xss,Off-target findings introduced via codeql:py/reflective-xss,Authentication & Access Control,CWE-502,0.05555555555555555,1,0.02,1,unresolved_off_target_findings::sast_test:codeql:py/reflective-xss,unresolved_off_target_findings,2.7777777777777777,Off-target findings introduced via codeql:py/reflective-xss appeared in 1/18 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-502`. Most recurrent unresolved SAST test: `codeql:py/reflective-xss`. Most recurrent unresolved final CWE: `CWE-327`.,CWE-502
sast_test,bandit:B605,Off-target findings introduced via bandit:B605,Execution Environment & Infrastructure,CWE-502,0.05555555555555555,1,0.02,1,unresolved_off_target_findings::sast_test:bandit:B605,unresolved_off_target_findings,2.7777777777777777,Off-target findings introduced via bandit:B605 appeared in 1/18 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B605`. Most recurrent unresolved final CWE: `CWE-78`.,CWE-502
sast_test,codeql:py/clear-text-logging-sensitive-data,Off-target findings introduced via codeql:py/clear-text-logging-sensitive-data,Execution Environment & Infrastructure,CWE-20,0.06666666666666667,1,0.02,1,unresolved_off_target_findings::sast_test:codeql:py/clear-text-logging-sensitive-data,unresolved_off_target_findings,3.333333333333333,Off-target findings introduced via codeql:py/clear-text-logging-sensitive-data appeared in 1/15 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/clear-text-logging-sensitive-data`. Most recurrent unresolved final CWE: `CWE-312`.,CWE-78
sast_test,bandit:B201,Off-target findings introduced via bandit:B201,Storage & Filesystem,CWE-20,0.06666666666666667,1,0.02,1,unresolved_off_target_findings::sast_test:bandit:B201,unresolved_off_target_findings,3.333333333333333,Off-target findings introduced via bandit:B201 appeared in 1/15 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B201`. Most recurrent unresolved final CWE: `CWE-94`.,CWE-78
sast_test,bandit:B314,Persistent target findings on bandit:B314,Data Exchange & External Services,CWE-20,0.06666666666666667,1,0.02,1,unresolved_target_findings::sast_test:bandit:B314,unresolved_target_findings,3.333333333333333,Persistent target findings on bandit:B314 appeared in 1/15 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.,CWE-78
sast_test,codeql:py/reflective-xss,Persistent target findings on codeql:py/reflective-xss,Authentication & Access Control,CWE-20,0.06666666666666667,1,0.02,1,unresolved_target_findings::sast_test:codeql:py/reflective-xss,unresolved_target_findings,3.333333333333333,Persistent target findings on codeql:py/reflective-xss appeared in 1/15 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/reflective-xss`. Most recurrent unresolved final CWE: `CWE-79`.,CWE-78
generic,,Syntax errors in generated code,Storage & Filesystem,CWE-20,0.4,6,0.26,13,syntax_error,syntax_error,1.5384615384615385,Syntax errors in generated code appeared in 6/15 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`.,CWE-78
sast_test,bandit:B314,Off-target findings introduced via bandit:B314,Data Exchange & External Services,CWE-79,0.058823529411764705,1,0.02,1,unresolved_off_target_findings::sast_test:bandit:B314,unresolved_off_target_findings,2.941176470588235,Off-target findings introduced via bandit:B314 appeared in 1/17 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-79`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.,CWE-79
sast_test,semgrep:prismvul.python.sqlite-sql-string-format,Off-target findings introduced via semgrep:prismvul.python.sqlite-sql-string-format,Authentication & Access Control,CWE-502,0.058823529411764705,1,0.02,1,unresolved_off_target_findings::sast_test:semgrep:prismvul.python.sqlite-sql-string-format,unresolved_off_target_findings,2.941176470588235,Off-target findings introduced via semgrep:prismvul.python.sqlite-sql-string-format appeared in 1/17 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-502`. Most recurrent unresolved SAST test: `semgrep:prismvul.python.sqlite-sql-string-format`. Most recurrent unresolved final CWE: `CWE-89`.,CWE-79
sast_test,bandit:B108,Persistent target findings on bandit:B108,Storage & Filesystem,CWE-22,0.058823529411764705,1,0.02,1,unresolved_target_findings::sast_test:bandit:B108,unresolved_target_findings,2.941176470588235,Persistent target findings on bandit:B108 appeared in 1/17 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B108`. Most recurrent unresolved final CWE: `CWE-209`.,CWE-79
generic,,No code returned,User Inputs & Data,CWE-502,0.058823529411764705,1,0.02,1,no_code,no_code,2.941176470588235,No code returned appeared in 1/17 failed runs and was most common on `User Inputs & Data` while targeting `CWE-502`.,CWE-79
sast_test,bandit:B314,Persistent target findings on bandit:B314,Data Exchange & External Services,CWE-20,0.058823529411764705,1,0.02,1,unresolved_target_findings::sast_test:bandit:B314,unresolved_target_findings,2.941176470588235,Persistent target findings on bandit:B314 appeared in 1/17 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.,CWE-79
sast_test,bandit:B301,Off-target findings introduced via bandit:B301,Authentication & Access Control,CWE-287,0.1111111111111111,1,0.02,1,unresolved_off_target_findings::sast_test:bandit:B301,unresolved_off_target_findings,5.555555555555555,Off-target findings introduced via bandit:B301 appeared in 1/9 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-287`. Most recurrent unresolved SAST test: `bandit:B301`. Most recurrent unresolved final CWE: `CWE-502`.,CWE-89
sast_test,codeql:py/url-redirection,Off-target findings introduced via codeql:py/url-redirection,Storage & Filesystem,CWE-89,0.1111111111111111,1,0.04,2,unresolved_off_target_findings::sast_test:codeql:py/url-redirection,unresolved_off_target_findings,2.7777777777777777,Off-target findings introduced via codeql:py/url-redirection appeared in 1/9 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-89`. Most recurrent unresolved SAST test: `codeql:py/url-redirection`. Most recurrent unresolved final CWE: `CWE-601`.,CWE-89
generic,,Syntax errors in generated code,Data Exchange & External Services,CWE-89,0.5555555555555556,5,0.26,13,syntax_error,syntax_error,2.1367521367521367,Syntax errors in generated code appeared in 5/9 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-89`.,CWE-89
sast_test,codeql:py/path-injection,Off-target findings introduced via codeql:py/path-injection,Storage & Filesystem,CWE-89,0.2222222222222222,2,0.2,10,unresolved_off_target_findings::sast_test:codeql:py/path-injection,unresolved_off_target_findings,1.111111111111111,Off-target findings introduced via codeql:py/path-injection appeared in 2/9 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-89`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-89
