attack_surface,attempts_executed,combo_size,concepts,condition_axis,depth,detail,difficulty,final_agent_role,final_cwe_ids,final_test_ids,first_test_ids,fixer_attempts,introduced_test_ids,judge_error,judge_functionality_score,judge_is_secure,judge_overall_risk,judge_security_score,judge_target_cwe_risk,node_id,node_signature_hash,persistent_test_ids,phase,primary_reason,resolved_test_ids,run_index,sast_error,success,syntax_ok_final,target_cwes,total_false_positives,total_issues,total_issues_raw
Storage & Filesystem,3,1,CWE-502,Storage & Filesystem,0,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=39 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22|CWE-377,bandit:B108|codeql:py/path-injection,,2,,,1.0,False,1.0,0.0,1.0,131120871148960,fbec3b3e49581fdf,,1,unresolved_off_target_findings,,1,False,False,True,CWE-502,0,3,3
Storage & Filesystem,3,1,CWE-287,Storage & Filesystem,0,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=40 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,,2,,,1.0,False,1.0,0.0,1.0,131120871496720,2aea3b7daf823322,,1,unresolved_off_target_findings,,1,False,False,True,CWE-287,0,2,2
Data Exchange & External Services,3,1,CWE-79,Data Exchange & External Services,0,test_id=codeql:py/clear-text-logging-sensitive-data | cwe_id=CWE-312 | severity=HIGH | confidence=HIGH | line=54 | desc=This expression logs [sensitive data (private)](1) as clear text.,unknown,security_fixer,CWE-20|CWE-312,bandit:B314|codeql:py/clear-text-logging-sensitive-data,,2,,,1.0,False,1.0,0.0,1.0,131120872177840,0199b8714cb2f5fe,,1,unresolved_off_target_findings,,1,False,False,True,CWE-79,0,2,2
Data Exchange & External Services,3,1,CWE-89,Data Exchange & External Services,0,,unknown,security_fixer,,,,2,,,,,,,,131120871502432,e3c2db0e81df8a06,,1,syntax_error,,1,False,False,False,CWE-89,,0,
Execution Environment & Infrastructure,3,2,CWE-20|CWE-78,Execution Environment & Infrastructure,1,test_id=codeql:py/clear-text-logging-sensitive-data | cwe_id=CWE-312 | severity=HIGH | confidence=HIGH | line=34 | desc=This expression logs [sensitive data (password)](1) as clear text. This expression logs [sensitive data (password)](2) as clear text. This e...,unknown,security_fixer,CWE-312,codeql:py/clear-text-logging-sensitive-data,,2,,,1.0,False,1.0,0.0,1.0,131120873945424,1cda86f2609cda98,,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-78,0,1,1
User Inputs & Data,3,2,CWE-20|CWE-78,User Inputs & Data,1,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=21 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,,2,,,1.0,False,1.0,0.0,1.0,131120874806384,1cda86f2609cda98,,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-78,0,1,1
Storage & Filesystem,3,2,CWE-20|CWE-78,Storage & Filesystem,1,"test_id=bandit:B201 | cwe_id=CWE-94 | severity=HIGH | confidence=HIGH | line=38 | desc=A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",unknown,security_fixer,CWE-94,bandit:B201,,2,,,1.0,False,1.0,0.0,1.0,131120872863984,1cda86f2609cda98,,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-78,0,1,2
Data Exchange & External Services,3,2,CWE-20|CWE-78,Data Exchange & External Services,1,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120871489904,1cda86f2609cda98,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-78,0,0,0
Authentication & Access Control,3,1,CWE-287,Authentication & Access Control,1,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120871496768,6f5fd9717c577cc0,,1,success_after_fixer,,1,False,True,True,CWE-287,0,0,0
Storage & Filesystem,3,1,CWE-287,Storage & Filesystem,2,test_id=codeql:py/url-redirection | cwe_id=CWE-601 | severity=HIGH | confidence=HIGH | line=17 | desc=Untrusted URL redirection depends on a [user-provided value](1).,unknown,security_fixer,CWE-601,codeql:py/url-redirection,,2,,,1.0,False,1.0,0.0,1.0,131120871496816,22f4274505bdcdcf,,1,unresolved_off_target_findings,,1,False,False,True,CWE-287,0,2,2
Authentication & Access Control,3,1,CWE-287,Authentication & Access Control,3,,unknown,security_fixer,,,,2,,,,,,,,131120871496864,82e99ff729384671,,1,syntax_error,,1,False,False,False,CWE-287,,0,
Data Exchange & External Services,2,2,CWE-20|CWE-78,Data Exchange & External Services,2,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120871489856,adb913394c03999b,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-78,0,0,0
Storage & Filesystem,3,3,CWE-20|CWE-78|CWE-89,Storage & Filesystem,3,test_id=codeql:py/reflective-xss | cwe_id=CWE-79 | severity=HIGH | confidence=HIGH | line=28 | desc=Cross-site scripting vulnerability due to a [user-provided value](1).,unknown,security_fixer,CWE-22|CWE-79,codeql:py/path-injection|codeql:py/reflective-xss,,2,,,1.0,False,1.0,0.0,1.0,131120871489808,77eb422fd7206db1,,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-78|CWE-89,0,4,4
Storage & Filesystem,3,1,CWE-22,Storage & Filesystem,1,,unknown,security_fixer,,,,2,,,,,,,,131120872862496,55a4948cd20945c9,,1,syntax_error,,1,False,False,False,CWE-22,,0,
Authentication & Access Control,3,1,CWE-89,Authentication & Access Control,1,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120874808400,93a5253dea22368b,,1,success_after_fixer,,1,False,True,True,CWE-89,0,0,0
Storage & Filesystem,3,1,CWE-89,Storage & Filesystem,2,test_id=codeql:py/url-redirection | cwe_id=CWE-601 | severity=HIGH | confidence=HIGH | line=19 | desc=Untrusted URL redirection depends on a [user-provided value](1).,unknown,security_fixer,CWE-601,codeql:py/url-redirection,bandit:B201|codeql:py/url-redirection,2,,,1.0,False,1.0,0.0,1.0,131120874808544,dc6cf01e4ec0197f,codeql:py/url-redirection,1,unresolved_off_target_findings,bandit:B201,1,False,False,True,CWE-89,0,1,1
Authentication & Access Control,3,2,CWE-287|CWE-89,Authentication & Access Control,3,"test_id=bandit:B301 | cwe_id=CWE-502 | severity=HIGH | confidence=HIGH | line=53 | desc=Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",unknown,security_fixer,CWE-502,bandit:B301,,2,,,1.0,False,1.0,0.0,1.0,131120874807968,082177fdf9cc04da,,1,unresolved_off_target_findings,,1,False,False,True,CWE-287|CWE-89,0,1,1
User Inputs & Data,3,2,CWE-287|CWE-89,User Inputs & Data,4,test_id=semgrep:prismvul.python.pickle-load | cwe_id=CWE-502 | severity=HIGH | confidence=HIGH | line=23 | desc=Pickle deserialization of untrusted data can lead to code execution; avoid pickle for untrusted inputs.,unknown,security_fixer,CWE-209|CWE-22|CWE-502,codeql:py/path-injection|codeql:py/stack-trace-exposure|semgrep:prismvul.python.pickle-load,bandit:B201|bandit:B301|codeql:py/path-injection|codeql:py/stack-trace-exposure,2,semgrep:prismvul.python.pickle-load,,1.0,False,1.0,0.0,1.0,131120874808160,fe1f3f2c98ea0d61,codeql:py/path-injection|codeql:py/stack-trace-exposure,1,unresolved_off_target_findings,bandit:B201|bandit:B301,1,False,False,True,CWE-287|CWE-89,0,3,3
Execution Environment & Infrastructure,1,2,CWE-287|CWE-89,Execution Environment & Infrastructure,5,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,131120874808352,d182f7236d2f2a89,,1,success_first_try,,1,False,True,True,CWE-287|CWE-89,0,0,0
User Inputs & Data,3,2,CWE-287|CWE-89,User Inputs & Data,6,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120874807920,8d67d421d81c4935,,1,success_after_fixer,,1,False,True,True,CWE-287|CWE-89,0,0,0
Storage & Filesystem,2,1,CWE-502,Storage & Filesystem,1,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,131120873523200,2aff12222c49a03e,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-502,0,0,0
Data Exchange & External Services,2,1,CWE-502,Data Exchange & External Services,2,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120873523152,0befa23ae41e2ce6,,1,success_after_fixer,,1,False,True,True,CWE-502,0,0,0
Data Exchange & External Services,3,1,CWE-502,Data Exchange & External Services,3,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120873523104,32a3f86d076137c9,,1,success_after_fixer,,1,False,True,True,CWE-502,0,0,0
Data Exchange & External Services,3,1,CWE-502,Data Exchange & External Services,4,test_id=codeql:py/stack-trace-exposure | cwe_id=CWE-209 | severity=HIGH | confidence=HIGH | line=24 | desc=[Stack trace information](1) flows to this location and may be exposed to an external user.,unknown,security_fixer,CWE-209,codeql:py/stack-trace-exposure,,2,,,1.0,False,1.0,0.0,1.0,131120873523056,7aefe041e3171481,,1,unresolved_off_target_findings,,1,False,False,True,CWE-502,0,1,1
Storage & Filesystem,2,2,CWE-502|CWE-89,Storage & Filesystem,5,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120873523008,21df394838ff2d31,,1,success_after_fixer,,1,False,True,True,CWE-502|CWE-89,0,0,0
Authentication & Access Control,3,4,CWE-20|CWE-502|CWE-78|CWE-89,Authentication & Access Control,6,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120873528384,ba638d3413214105,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-502|CWE-78|CWE-89,0,0,0
Web Outputs & Rendering,3,2,CWE-20|CWE-78,Web Outputs & Rendering,2,,unknown,security_fixer,,,,2,,,,,,,,131120873945376,adb913394c03999b,,1,syntax_error,,1,False,False,False,CWE-20|CWE-78,,0,
Execution Environment & Infrastructure,3,3,CWE-20|CWE-78|CWE-79,Execution Environment & Infrastructure,2,,unknown,security_fixer,,,,2,,,,,,,,131120874806240,d196b0e68b1641ec,,1,syntax_error,,1,False,False,False,CWE-20|CWE-78|CWE-79,,0,
Execution Environment & Infrastructure,2,3,CWE-20|CWE-78|CWE-79,Execution Environment & Infrastructure,2,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120874806240,d196b0e68b1641ec,,1,success_after_fixer,,2,False,True,True,CWE-20|CWE-78|CWE-79,0,0,0
Storage & Filesystem,2,1,CWE-89,Storage & Filesystem,1,,unknown,security_fixer,,,bandit:B201|codeql:py/url-redirection,1,,,1.0,True,0.0,1.0,0.0,131120874665024,93a5253dea22368b,,1,success_after_fixer,bandit:B201|codeql:py/url-redirection,1,False,True,True,CWE-89,0,0,0
Data Exchange & External Services,2,1,CWE-89,Data Exchange & External Services,2,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120874665216,dc6cf01e4ec0197f,,1,success_after_fixer,,1,False,True,True,CWE-89,0,0,0
Data Exchange & External Services,3,1,CWE-89,Data Exchange & External Services,3,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120874664784,c0dea40b200d5b9f,,1,success_after_fixer,,1,False,True,True,CWE-89,0,0,0
Data Exchange & External Services,3,1,CWE-89,Data Exchange & External Services,4,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120874664928,e570306ea19cc889,,1,success_after_fixer,,1,False,True,True,CWE-89,0,0,0
Data Exchange & External Services,3,1,CWE-89,Data Exchange & External Services,5,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120874665072,4e56fde09e19837a,,1,success_after_fixer,,1,False,True,True,CWE-89,0,0,0
Data Exchange & External Services,3,1,CWE-89,Data Exchange & External Services,6,,unknown,security_fixer,,,,2,,,,,,,,131120874664208,2822660067a2dc70,,1,syntax_error,,1,False,False,False,CWE-89,,0,
Authentication & Access Control,3,1,CWE-22,Authentication & Access Control,1,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120872856880,55a4948cd20945c9,,1,success_after_fixer,,1,False,True,True,CWE-22,0,0,0
Storage & Filesystem,3,1,CWE-22,Storage & Filesystem,2,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=47 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,bandit:B201|codeql:py/path-injection|codeql:py/url-redirection,2,,,1.0,False,1.0,0.0,1.0,131120872856928,b8daf586ddd2b2a9,codeql:py/path-injection,1,unresolved_target_findings,bandit:B201|codeql:py/url-redirection,1,False,False,True,CWE-22,0,3,3
Storage & Filesystem,3,2,CWE-502|CWE-79,Storage & Filesystem,1,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=38 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,,2,,,1.0,False,1.0,0.0,1.0,131120872501952,7c46f2f437b138d4,,1,unresolved_off_target_findings,,1,False,False,True,CWE-502|CWE-79,0,2,2
Authentication & Access Control,2,2,CWE-502|CWE-79,Authentication & Access Control,2,,unknown,security_fixer,,,codeql:py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,131120872501904,4c3e504988bc1f15,,1,success_after_fixer,codeql:py/flask-debug,1,False,True,True,CWE-502|CWE-79,0,0,0
Storage & Filesystem,3,2,CWE-502|CWE-79,Storage & Filesystem,3,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=48 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,,2,,,1.0,False,1.0,0.0,1.0,131120872501856,b49d83bcf10fdd8a,,1,unresolved_off_target_findings,,1,False,False,True,CWE-502|CWE-79,0,1,1
Authentication & Access Control,2,3,CWE-287|CWE-502|CWE-79,Authentication & Access Control,4,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120872501808,94d92aa5d14d502d,,1,success_after_fixer,,1,False,True,True,CWE-287|CWE-502|CWE-79,0,0,0
Storage & Filesystem,3,3,CWE-287|CWE-502|CWE-79,Storage & Filesystem,5,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=47 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,,2,,,1.0,False,1.0,0.0,1.0,131120872852752,452d0de316d104f8,,1,unresolved_off_target_findings,,1,False,False,True,CWE-287|CWE-502|CWE-79,0,2,2
Authentication & Access Control,3,3,CWE-287|CWE-502|CWE-79,Authentication & Access Control,6,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120872852800,091d6be03c537ce2,,1,success_after_fixer,,1,False,True,True,CWE-287|CWE-502|CWE-79,0,0,0
Authentication & Access Control,2,2,CWE-20|CWE-78,Authentication & Access Control,2,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120872864080,adb913394c03999b,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-78,0,0,0
Storage & Filesystem,3,2,CWE-20|CWE-78,Storage & Filesystem,3,test_id=codeql:py/reflective-xss | cwe_id=CWE-79 | severity=HIGH | confidence=HIGH | line=31 | desc=Cross-site scripting vulnerability due to a [user-provided value](1).,unknown,security_fixer,CWE-22|CWE-79,codeql:py/path-injection|codeql:py/reflective-xss,,2,,,1.0,False,1.0,0.0,1.0,131120872864128,d01dc74da81b394a,,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-78,0,4,4
User Inputs & Data,3,1,CWE-502,User Inputs & Data,1,test_id=codeql:py/reflective-xss | cwe_id=CWE-79 | severity=HIGH | confidence=HIGH | line=55 | desc=Cross-site scripting vulnerability due to a [user-provided value](1).,unknown,security_fixer,CWE-1333|CWE-79,codeql:py/polynomial-redos|codeql:py/reflective-xss,,2,,,1.0,False,1.0,0.0,1.0,131120874659168,2aff12222c49a03e,,1,unresolved_off_target_findings,,1,False,False,True,CWE-502,0,2,2
Execution Environment & Infrastructure,2,1,CWE-502,Execution Environment & Infrastructure,2,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120874659360,0befa23ae41e2ce6,,1,success_after_fixer,,1,False,True,True,CWE-502,0,0,0
Web Outputs & Rendering,3,2,CWE-287|CWE-502,Web Outputs & Rendering,3,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120874655376,958b68f15d79e555,,1,success_after_fixer,,1,False,True,True,CWE-287|CWE-502,0,0,0
Web Outputs & Rendering,3,4,CWE-20|CWE-287|CWE-502|CWE-78,Web Outputs & Rendering,4,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120874658640,448096fec183426e,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-287|CWE-502|CWE-78,0,0,0
Execution Environment & Infrastructure,3,4,CWE-20|CWE-287|CWE-502|CWE-78,Execution Environment & Infrastructure,5,,unknown,security_fixer,,,,2,,,,,,,,131120874664880,02ea26422d066b37,,1,syntax_error,,1,False,False,False,CWE-20|CWE-287|CWE-502|CWE-78,,0,
Execution Environment & Infrastructure,2,4,CWE-20|CWE-287|CWE-502|CWE-78,Execution Environment & Infrastructure,5,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120874664880,02ea26422d066b37,,1,success_after_fixer,,2,False,True,True,CWE-20|CWE-287|CWE-502|CWE-78,0,0,0
User Inputs & Data,2,1,CWE-22,User Inputs & Data,1,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120873530496,55a4948cd20945c9,,1,success_after_fixer,,1,False,True,True,CWE-22,0,0,0
User Inputs & Data,2,2,CWE-22|CWE-287,User Inputs & Data,2,,unknown,security_fixer,,,bandit:B201|codeql:py/reflective-xss,1,,,1.0,True,0.0,1.0,0.0,131120873530448,462d793c4e0ec31c,,1,success_after_fixer,bandit:B201|codeql:py/reflective-xss,1,False,True,True,CWE-22|CWE-287,0,0,0
Authentication & Access Control,3,2,CWE-22|CWE-287,Authentication & Access Control,3,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120873530400,bcaf2f310fb5da5e,,1,success_after_fixer,,1,False,True,True,CWE-22|CWE-287,0,0,0
User Inputs & Data,3,2,CWE-22|CWE-287,User Inputs & Data,4,,unknown,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,131120873530352,3904d562fbe6a1ef,,1,success_after_fixer,,1,False,True,True,CWE-22|CWE-287,0,0,0
Authentication & Access Control,2,2,CWE-22|CWE-287,Authentication & Access Control,5,,unknown,security_fixer,,,bandit:B201,1,,,1.0,True,0.0,1.0,0.0,131120873534336,24acf71b452a793e,,1,success_after_fixer,bandit:B201,1,False,True,True,CWE-22|CWE-287,0,0,0
Storage & Filesystem,3,2,CWE-22|CWE-287,Storage & Filesystem,6,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=32 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,,2,,,1.0,False,1.0,0.0,1.0,131120873534384,84d3310a56f46ab4,,1,unresolved_target_findings,,1,False,False,True,CWE-22|CWE-287,0,3,3
Storage & Filesystem,3,2,CWE-22|CWE-287,Storage & Filesystem,6,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=38 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,,2,,,1.0,False,1.0,0.0,1.0,131120873534384,84d3310a56f46ab4,,1,unresolved_target_findings,,2,False,False,True,CWE-22|CWE-287,0,2,2
Storage & Filesystem,2,2,CWE-22|CWE-287,Storage & Filesystem,6,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120873534384,84d3310a56f46ab4,,1,success_after_fixer,,3,False,True,True,CWE-22|CWE-287,0,0,0
Storage & Filesystem,2,2,CWE-22|CWE-287,Storage & Filesystem,6,,unknown,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,131120873534384,84d3310a56f46ab4,,1,success_after_fixer,,4,False,True,True,CWE-22|CWE-287,0,0,0
Storage & Filesystem,3,2,CWE-22|CWE-287,Storage & Filesystem,6,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=27 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,bandit:B201|codeql:py/path-injection,2,,,1.0,False,1.0,0.0,1.0,131120873534384,84d3310a56f46ab4,codeql:py/path-injection,1,unresolved_target_findings,bandit:B201,5,False,False,True,CWE-22|CWE-287,0,3,3
Storage & Filesystem,3,2,CWE-22|CWE-287,Storage & Filesystem,6,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=32 | desc=This path depends on a [user-provided value](1).,unknown,security_fixer,CWE-22,codeql:py/path-injection,bandit:B201|codeql:py/path-injection,2,,,1.0,False,1.0,0.0,1.0,131120873534384,84d3310a56f46ab4,codeql:py/path-injection,1,unresolved_target_findings,bandit:B201,6,False,False,True,CWE-22|CWE-287,0,2,2
Authentication & Access Control,3,1,CWE-502,Authentication & Access Control,1,test_id=codeql:py/reflective-xss | cwe_id=CWE-79 | severity=HIGH | confidence=HIGH | line=63 | desc=Cross-site scripting vulnerability due to a [user-provided value](1).,unknown,security_fixer,CWE-327|CWE-79,codeql:py/reflective-xss|codeql:py/weak-sensitive-data-hashing,,2,,,1.0,False,1.0,0.0,1.0,131120871148912,2aff12222c49a03e,,1,unresolved_off_target_findings,,1,False,False,True,CWE-502,0,2,2
User Inputs & Data,3,1,CWE-502,User Inputs & Data,2,test_id=codeql:py/polynomial-redos | cwe_id=CWE-1333 | severity=MEDIUM | confidence=HIGH | line=28 | desc=This [regular expression](1) that depends on a [user-provided value](2) may run slow on strings with many repetitions of '?'.,unknown,security_fixer,CWE-1333,codeql:py/polynomial-redos,,2,,,1.0,False,1.0,0.0,1.0,131120871148864,0befa23ae41e2ce6,,1,unresolved_off_target_findings,,1,False,False,True,CWE-502,0,1,1
Execution Environment & Infrastructure,3,1,CWE-502,Execution Environment & Infrastructure,3,"test_id=bandit:B605 | cwe_id=CWE-78 | severity=HIGH | confidence=HIGH | line=14 | desc=Starting a process with a shell, possible injection detected, security issue.",unknown,security_fixer,CWE-78,bandit:B605,bandit:B605,2,,,1.0,False,1.0,0.0,1.0,131120871148816,32a3f86d076137c9,bandit:B605,1,unresolved_off_target_findings,,1,False,False,True,CWE-502,0,1,1
Authentication & Access Control,3,2,CWE-502|CWE-79,Authentication & Access Control,4,test_id=semgrep:prismvul.python.sqlite-sql-string-format | cwe_id=CWE-89 | severity=HIGH | confidence=MEDIUM | line=37 | desc=SQL query built via string formatting can lead to SQL injection; use parameterized queries.,unknown,security_fixer,CWE-89,semgrep:prismvul.python.sqlite-sql-string-format,,2,,,1.0,False,1.0,0.0,1.0,131120871148768,3810198a047198da,,1,unresolved_off_target_findings,,1,False,False,True,CWE-502|CWE-79,0,1,1
User Inputs & Data,1,2,CWE-502|CWE-79,User Inputs & Data,5,,unknown,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,131120871157984,fecbe87ef729c64b,,1,success_first_try,,1,False,True,True,CWE-502|CWE-79,0,0,0
