anchor_type,anchor_value,attack_surface,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary
sast_test,bandit:B301,Authentication & Access Control,Off-target findings introduced via bandit:B301,Authentication & Access Control,CWE-287,0.2,1,0.02,1,unresolved_off_target_findings::sast_test:bandit:B301,unresolved_off_target_findings,10.0,Off-target findings introduced via bandit:B301 appeared in 1/5 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-287`. Most recurrent unresolved SAST test: `bandit:B301`. Most recurrent unresolved final CWE: `CWE-502`.
sast_test,codeql:py/reflective-xss,Authentication & Access Control,Off-target findings introduced via codeql:py/reflective-xss,Authentication & Access Control,CWE-502,0.2,1,0.02,1,unresolved_off_target_findings::sast_test:codeql:py/reflective-xss,unresolved_off_target_findings,10.0,Off-target findings introduced via codeql:py/reflective-xss appeared in 1/5 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-502`. Most recurrent unresolved SAST test: `codeql:py/reflective-xss`. Most recurrent unresolved final CWE: `CWE-327`.
sast_test,semgrep:prismvul.python.sqlite-sql-string-format,Authentication & Access Control,Off-target findings introduced via semgrep:prismvul.python.sqlite-sql-string-format,Authentication & Access Control,CWE-502,0.2,1,0.02,1,unresolved_off_target_findings::sast_test:semgrep:prismvul.python.sqlite-sql-string-format,unresolved_off_target_findings,10.0,Off-target findings introduced via semgrep:prismvul.python.sqlite-sql-string-format appeared in 1/5 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-502`. Most recurrent unresolved SAST test: `semgrep:prismvul.python.sqlite-sql-string-format`. Most recurrent unresolved final CWE: `CWE-89`.
sast_test,codeql:py/reflective-xss,Authentication & Access Control,Persistent target findings on codeql:py/reflective-xss,Authentication & Access Control,CWE-20,0.2,1,0.02,1,unresolved_target_findings::sast_test:codeql:py/reflective-xss,unresolved_target_findings,10.0,Persistent target findings on codeql:py/reflective-xss appeared in 1/5 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/reflective-xss`. Most recurrent unresolved final CWE: `CWE-79`.
generic,,Authentication & Access Control,Syntax errors in generated code,Authentication & Access Control,CWE-287,0.2,1,0.26,13,syntax_error,syntax_error,0.7692307692307693,Syntax errors in generated code appeared in 1/5 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-287`.
sast_test,codeql:py/stack-trace-exposure,Data Exchange & External Services,Off-target findings introduced via codeql:py/stack-trace-exposure,Data Exchange & External Services,CWE-502,0.3333333333333333,2,0.04,2,unresolved_off_target_findings::sast_test:codeql:py/stack-trace-exposure,unresolved_off_target_findings,8.333333333333332,Off-target findings introduced via codeql:py/stack-trace-exposure appeared in 2/6 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-502`. Most recurrent unresolved SAST test: `codeql:py/stack-trace-exposure`. Most recurrent unresolved final CWE: `CWE-209`.
sast_test,bandit:B314,Data Exchange & External Services,Off-target findings introduced via bandit:B314,Data Exchange & External Services,CWE-79,0.16666666666666666,1,0.02,1,unresolved_off_target_findings::sast_test:bandit:B314,unresolved_off_target_findings,8.333333333333332,Off-target findings introduced via bandit:B314 appeared in 1/6 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-79`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.
sast_test,bandit:B314,Data Exchange & External Services,Persistent target findings on bandit:B314,Data Exchange & External Services,CWE-20,0.16666666666666666,1,0.02,1,unresolved_target_findings::sast_test:bandit:B314,unresolved_target_findings,8.333333333333332,Persistent target findings on bandit:B314 appeared in 1/6 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.
generic,,Data Exchange & External Services,Syntax errors in generated code,Data Exchange & External Services,CWE-89,0.3333333333333333,2,0.26,13,syntax_error,syntax_error,1.282051282051282,Syntax errors in generated code appeared in 2/6 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-89`.
sast_test,codeql:py/clear-text-logging-sensitive-data,Execution Environment & Infrastructure,Off-target findings introduced via codeql:py/clear-text-logging-sensitive-data,Execution Environment & Infrastructure,CWE-20,0.16666666666666666,1,0.02,1,unresolved_off_target_findings::sast_test:codeql:py/clear-text-logging-sensitive-data,unresolved_off_target_findings,8.333333333333332,Off-target findings introduced via codeql:py/clear-text-logging-sensitive-data appeared in 1/6 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/clear-text-logging-sensitive-data`. Most recurrent unresolved final CWE: `CWE-312`.
sast_test,bandit:B605,Execution Environment & Infrastructure,Off-target findings introduced via bandit:B605,Execution Environment & Infrastructure,CWE-502,0.16666666666666666,1,0.02,1,unresolved_off_target_findings::sast_test:bandit:B605,unresolved_off_target_findings,8.333333333333332,Off-target findings introduced via bandit:B605 appeared in 1/6 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B605`. Most recurrent unresolved final CWE: `CWE-78`.
generic,,Execution Environment & Infrastructure,Syntax errors in generated code,Execution Environment & Infrastructure,CWE-20,0.6666666666666666,4,0.26,13,syntax_error,syntax_error,2.564102564102564,Syntax errors in generated code appeared in 4/6 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`.
