anchor_type,anchor_value,attack_surface,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary
sast_test,codeql:py/flask-debug,Storage & Filesystem,Persistent target findings on codeql:py/flask-debug,Storage & Filesystem,CWE-20,0.05555555555555555,1,0.009900990099009901,1,unresolved_target_findings::sast_test:codeql:py/flask-debug,unresolved_target_findings,5.611111111111111,Persistent target findings on codeql:py/flask-debug appeared in 1/18 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/flask-debug`. Most recurrent unresolved final CWE: `CWE-215`.
generic,,Storage & Filesystem,No code returned,Storage & Filesystem,CWE-287,0.05555555555555555,1,0.019801980198019802,2,no_code,no_code,2.8055555555555554,No code returned appeared in 1/18 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-287`.
sast_test,bandit:B603,Storage & Filesystem,Persistent target findings on bandit:B603,Storage & Filesystem,CWE-78,0.2222222222222222,4,0.09900990099009901,10,unresolved_target_findings::sast_test:bandit:B603,unresolved_target_findings,2.244444444444444,Persistent target findings on bandit:B603 appeared in 4/18 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-78`. Most recurrent unresolved SAST test: `bandit:B603`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B404,Storage & Filesystem,Persistent target findings on bandit:B404,Storage & Filesystem,CWE-78,0.3333333333333333,6,0.15841584158415842,16,unresolved_target_findings::sast_test:bandit:B404,unresolved_target_findings,2.1041666666666665,Persistent target findings on bandit:B404 appeared in 6/18 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-78`. Most recurrent unresolved SAST test: `bandit:B404`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,codeql:py/weak-sensitive-data-hashing,Authentication & Access Control,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing,Authentication & Access Control,CWE-502,0.21428571428571427,3,0.0297029702970297,3,unresolved_off_target_findings::sast_test:codeql:py/weak-sensitive-data-hashing,unresolved_off_target_findings,7.214285714285714,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing appeared in 3/14 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-502`. Most recurrent unresolved SAST test: `codeql:py/weak-sensitive-data-hashing`. Most recurrent unresolved final CWE: `CWE-327`.
sast_test,codeql:py/log-injection,Authentication & Access Control,Persistent target findings on codeql:py/log-injection,Authentication & Access Control,CWE-20,0.07142857142857142,1,0.009900990099009901,1,unresolved_target_findings::sast_test:codeql:py/log-injection,unresolved_target_findings,7.2142857142857135,Persistent target findings on codeql:py/log-injection appeared in 1/14 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/log-injection`. Most recurrent unresolved final CWE: `CWE-117`.
sast_test,bandit:B105,Authentication & Access Control,Persistent target findings on bandit:B105,Authentication & Access Control,CWE-20,0.07142857142857142,1,0.019801980198019802,2,unresolved_target_findings::sast_test:bandit:B105,unresolved_target_findings,3.6071428571428568,Persistent target findings on bandit:B105 appeared in 1/14 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B105`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,codeql:py/flask-debug,Authentication & Access Control,Off-target findings introduced via codeql:py/flask-debug,Authentication & Access Control,CWE-20,0.07142857142857142,1,0.019801980198019802,2,unresolved_off_target_findings::sast_test:codeql:py/flask-debug,unresolved_off_target_findings,3.6071428571428568,Off-target findings introduced via codeql:py/flask-debug appeared in 1/14 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/flask-debug`. Most recurrent unresolved final CWE: `CWE-215`.
sast_test,bandit:B105,Authentication & Access Control,Off-target findings introduced via bandit:B105,Authentication & Access Control,CWE-502,0.14285714285714285,2,0.04950495049504951,5,unresolved_off_target_findings::sast_test:bandit:B105,unresolved_off_target_findings,2.8857142857142852,Off-target findings introduced via bandit:B105 appeared in 2/14 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B105`. Most recurrent unresolved final CWE: `CWE-259`.
sast_test,bandit:B310,Data Exchange & External Services,Off-target findings introduced via bandit:B310,Data Exchange & External Services,CWE-20,0.07142857142857142,1,0.009900990099009901,1,unresolved_off_target_findings::sast_test:bandit:B310,unresolved_off_target_findings,7.2142857142857135,Off-target findings introduced via bandit:B310 appeared in 1/14 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B310`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,bandit:B106,Data Exchange & External Services,Off-target findings introduced via bandit:B106,Data Exchange & External Services,CWE-20,0.07142857142857142,1,0.009900990099009901,1,unresolved_off_target_findings::sast_test:bandit:B106,unresolved_off_target_findings,7.2142857142857135,Off-target findings introduced via bandit:B106 appeared in 1/14 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B106`. Most recurrent unresolved final CWE: `CWE-259`.
sast_test,codeql:py/clear-text-logging-sensitive-data,Data Exchange & External Services,Persistent target findings on codeql:py/clear-text-logging-sensitive-data,Data Exchange & External Services,CWE-287,0.07142857142857142,1,0.009900990099009901,1,unresolved_target_findings::sast_test:codeql:py/clear-text-logging-sensitive-data,unresolved_target_findings,7.2142857142857135,Persistent target findings on codeql:py/clear-text-logging-sensitive-data appeared in 1/14 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-287`. Most recurrent unresolved SAST test: `codeql:py/clear-text-logging-sensitive-data`. Most recurrent unresolved final CWE: `CWE-312`.
sast_test,bandit:B314,Data Exchange & External Services,Persistent target findings on bandit:B314,Data Exchange & External Services,CWE-20,0.07142857142857142,1,0.009900990099009901,1,unresolved_target_findings::sast_test:bandit:B314,unresolved_target_findings,7.2142857142857135,Persistent target findings on bandit:B314 appeared in 1/14 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.
sast_test,codeql:py/flask-debug,Data Exchange & External Services,Off-target findings introduced via codeql:py/flask-debug,Data Exchange & External Services,CWE-287,0.07142857142857142,1,0.019801980198019802,2,unresolved_off_target_findings::sast_test:codeql:py/flask-debug,unresolved_off_target_findings,3.6071428571428568,Off-target findings introduced via codeql:py/flask-debug appeared in 1/14 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-287`. Most recurrent unresolved SAST test: `codeql:py/flask-debug`. Most recurrent unresolved final CWE: `CWE-117`.
sast_test,bandit:B404,Execution Environment & Infrastructure,Off-target findings introduced via bandit:B404,Execution Environment & Infrastructure,CWE-22,0.08695652173913043,2,0.019801980198019802,2,unresolved_off_target_findings::sast_test:bandit:B404,unresolved_off_target_findings,4.391304347826087,Off-target findings introduced via bandit:B404 appeared in 2/23 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B404`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B603,Execution Environment & Infrastructure,Off-target findings introduced via bandit:B603,Execution Environment & Infrastructure,CWE-287,0.08695652173913043,2,0.019801980198019802,2,unresolved_off_target_findings::sast_test:bandit:B603,unresolved_off_target_findings,4.391304347826087,Off-target findings introduced via bandit:B603 appeared in 2/23 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-287`. Most recurrent unresolved SAST test: `bandit:B603`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B607,Execution Environment & Infrastructure,Persistent target findings on bandit:B607,Execution Environment & Infrastructure,CWE-20,0.043478260869565216,1,0.009900990099009901,1,unresolved_target_findings::sast_test:bandit:B607,unresolved_target_findings,4.391304347826087,Persistent target findings on bandit:B607 appeared in 1/23 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B607`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,bandit:B605,Execution Environment & Infrastructure,Off-target findings introduced via bandit:B605,Execution Environment & Infrastructure,CWE-20,0.043478260869565216,1,0.009900990099009901,1,unresolved_off_target_findings::sast_test:bandit:B605,unresolved_off_target_findings,4.391304347826087,Off-target findings introduced via bandit:B605 appeared in 1/23 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B605`. Most recurrent unresolved final CWE: `CWE-215`.
sast_test,bandit:B108,Execution Environment & Infrastructure,Off-target findings introduced via bandit:B108,Execution Environment & Infrastructure,CWE-22,0.043478260869565216,1,0.009900990099009901,1,unresolved_off_target_findings::sast_test:bandit:B108,unresolved_off_target_findings,4.391304347826087,Off-target findings introduced via bandit:B108 appeared in 1/23 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B108`. Most recurrent unresolved final CWE: `CWE-377`.
